Operon,Length (nt),ID,Bin #,Posi,Posi_err,Lifetime,Lifetime_err,Chisq
dmsABC,3938,425,12,-1.17006,0.470332,9.85304,0.653599,51.2512
ycaC,627,426,0,-10,0.7549,40.8232,1.99679,2043.17
ycaC,627,426,1,-10,0.747975,44.5716,2.13633,2289.84
ycaD,1149,427,0,0.280862,1.27447,8.55311,1.61597,69.5787
ycaD,1149,427,1,0.999403,0.486602,3.61815,0.565568,94.6705
ycaD,1149,427,2,2.00113,0.716923,5.27038,0.749945,53.9146
ycaN,909,429,0,1.59231,0.46043,3.67772,0.413036,13.935
ycaN,909,429,1,0.776355,0.462391,4.40745,0.45555,24.1888
ycaN,909,429,2,1.21865,0.5474,4.47301,0.597488,16.9458
pflA,741,431,0,0.381804,0.116049,4.19575,0.126155,60.4356
pflA,741,431,1,0.418914,0.111098,4.32388,0.121373,60.5242
ycaO,1761,432,0,7.02245,0.65774,2.96512,0.503954,53.0242
ycaO,1761,432,1,6.42405,0.826007,3.73883,0.606221,49.8614
ycaO,1761,432,2,9.16199,0.645208,2.50573,0.459998,68.7389
ycaO,1761,432,3,8.99643,0.839042,3.29565,0.624931,41.3782
ycaO,1761,432,4,7.91689,0.781215,4.4754,0.778076,53.8294
ycaP,693,433,0,0.902777,0.181351,2.73474,0.187694,18.6492
ycaP,693,433,1,0.244513,0.182978,3.07541,0.186503,45.5381
ycaR-kdsB,926,436,0,-0.125168,0.118734,3.69277,0.123471,46.5264
ycaR-kdsB,926,436,1,-0.116907,0.120084,3.86451,0.127041,83.5216
ycaR-kdsB,926,436,2,0.573494,0.153606,4.41531,0.160449,46.651
smtA-mukFEB,7250,437,0,0.500032,0.171574,3.70408,0.177787,37.3329
smtA-mukFEB,7250,437,1,1.42425,0.152982,4.12655,0.158598,70.788
smtA-mukFEB,7250,437,2,2.06091,0.193674,4.30282,0.164528,84.6454
smtA-mukFEB,7250,437,3,2.00478,0.218645,4.41761,0.187475,88.9139
smtA-mukFEB,7250,437,4,1.99774,0.213733,4.40332,0.215344,23.6073
smtA-mukFEB,7250,437,5,2.72463,0.307221,3.71443,0.270414,38.0323
smtA-mukFEB,7250,437,6,2.47833,0.259275,4.21553,0.229724,22.7016
smtA-mukFEB,7250,437,7,3.02858,0.229563,3.82223,0.166098,53.0465
smtA-mukFEB,7250,437,8,3.26387,0.205601,3.96577,0.161188,42.5368
smtA-mukFEB,7250,437,9,3.87193,0.223665,4.77592,0.199898,31.6701
smtA-mukFEB,7250,437,10,3.7313,0.218889,4.70648,0.190527,47.253
smtA-mukFEB,7250,437,11,5.12543,0.204432,3.8861,0.165206,43.6713
smtA-mukFEB,7250,437,12,7.07679,0.262319,3.44956,0.1977,27.0109
smtA-mukFEB,7250,437,13,6.84751,0.282843,3.30929,0.203354,75.4617
smtA-mukFEB,7250,437,14,6.45829,0.301735,3.73254,0.213357,116.442
smtA-mukFEB,7250,437,15,6.96192,0.286015,3.82226,0.221036,111.732
smtA-mukFEB,7250,437,16,6.2959,0.314824,3.63324,0.221871,398.069
smtA-mukFEB,7250,437,17,6.80014,0.215446,3.57716,0.156284,709.57
smtA-mukFEB,7250,437,18,5.1631,0.306171,5.9805,0.304607,518.959
smtA-mukFEB,7250,437,19,5.66345,0.208357,4.64245,0.192039,453.655
smtA-mukFEB,7250,437,20,5.30811,0.246858,4.99738,0.225037,644.91
smtA-mukFEB,7250,437,21,7.053,0.302858,4.3853,0.251326,487.226
smtA-mukFEB,7250,437,22,6.75626,0.24889,4.27392,0.199173,989.364
smtA-mukFEB,7250,437,23,4.73642,0.281248,5.5329,0.252861,648.067
ycbB,1848,438,0,-0.0365695,0.054408,2.68788,0.0555227,234.422
ycbB,1848,438,1,0.37252,0.0722679,2.8351,0.0743063,164.296
ycbB,1848,438,2,0.471942,0.0744956,2.9752,0.0794694,179.8
ycbB,1848,438,3,1.00864,0.0992542,2.97668,0.0984651,173.2
ycbB,1848,438,4,1.06442,0.0965564,3.5064,0.0959414,169.576
ycbB,1848,438,5,0.573531,0.0946429,3.61156,0.0957832,83.5653
ycbKL,1223,439,0,1.93677,0.0503391,3.87687,0.0480579,603.76
ycbKL,1223,439,1,1.66404,0.0659755,3.94465,0.0623841,260.292
ycbKL,1223,439,2,2.09463,0.0929517,4.09559,0.0777059,492.642
ycbKL,1223,439,3,2.0026,0.120404,4.3153,0.103905,185.151
aspC,1191,440,0,6.15578,0.23927,5.94956,0.213017,262.378
aspC,1191,440,1,7.46657,0.159416,5.11493,0.151618,83.2832
aspC,1191,440,2,9.07034,0.159763,4.50432,0.137011,182.765
ompF,1089,441,0,-2.4748,0.0311838,9.19355,0.0363733,5446.57
ompF,1089,441,1,-1.50761,0.0286763,8.86219,0.0361288,5054.97
ompF,1089,441,2,-0.919718,0.0241544,9.0552,0.0326192,3283.84
asnS,1401,442,0,1.50293,0.0904045,4.2186,0.0862567,233.588
asnS,1401,442,1,1.82848,0.107673,4.30316,0.106209,262.459
asnS,1401,442,2,1.83039,0.109925,4.26982,0.109124,145.478
asnS,1401,442,3,1.31675,0.103839,5.03523,0.111817,84.4445
pncB,1203,443,0,1.49949,0.155989,3.96784,0.158714,98.1661
pncB,1203,443,1,1.99828,0.200953,4.32782,0.200097,190.282
pncB,1203,443,2,2.89179,0.226098,3.83589,0.207053,142.752
pncB,1203,443,3,2.41928,0.391396,7.92784,0.475758,27.4277
pepN,2613,444,0,4.3793,0.201166,5.624,0.178333,247.055
pepN,2613,444,1,1.48929,0.184485,7.42344,0.223337,145.463
pepN,2613,444,2,2.9911,0.178648,7.02802,0.198923,184.59
pepN,2613,444,3,2.16993,0.184385,7.50178,0.197826,235.642
pepN,2613,444,4,-0.195795,0.114521,7.99083,0.148463,306.612
pepN,2613,444,5,-0.885929,0.130372,8.48848,0.163652,278.355
pepN,2613,444,6,-2.60022,0.164851,9.06636,0.183795,316.252
pepN,2613,444,7,-2.19355,0.15493,9.61965,0.185664,413.401
rlmL-uup,4028,448,0,1.406,0.204204,4.27049,0.218771,106.203
rlmL-uup,4028,448,1,1.99947,0.238579,4.21131,0.228412,102.265
rlmL-uup,4028,448,2,2.15614,0.296949,4.36811,0.264856,90.4668
rlmL-uup,4028,448,3,2.00363,0.313875,4.26182,0.292676,77.7536
rlmL-uup,4028,448,4,0.819294,0.21485,4.70985,0.224592,69.5527
rlmL-uup,4028,448,5,0.0301958,0.2455,5.12499,0.237349,99.3326
rlmL-uup,4028,448,6,-0.367808,0.232454,5.53813,0.245785,83.3927
rlmL-uup,4028,448,7,2.2548,0.334476,4.392,0.299553,32.604
rlmL-uup,4028,448,8,3.9247,0.339557,4.36712,0.311189,30.8452
rlmL-uup,4028,448,9,4.68043,0.471573,4.92785,0.406494,13.9533
rlmL-uup,4028,448,10,2.09183,0.269542,4.69903,0.230328,36.4513
rlmL-uup,4028,448,11,0.654479,0.232886,5.79664,0.245865,59.5566
rlmL-uup,4028,448,12,-0.842051,0.190502,5.60061,0.195807,79.9243
pqiAB,2899,449,0,-0.932304,0.232405,4.9617,0.237859,70.443
pqiAB,2899,449,1,0.887982,0.303247,5.63988,0.355538,32.6604
pqiAB,2899,449,2,1.98397,0.382309,5.51183,0.404682,33.8266
pqiAB,2899,449,3,1.47008,0.351026,5.56415,0.387602,54.9542
pqiAB,2899,449,4,1.17296,0.295072,6.14657,0.326297,26.1306
pqiAB,2899,449,5,2.0006,0.316133,5.95555,0.308491,29.9666
pqiAB,2899,449,6,4.89249,0.350128,4.81418,0.297873,39.5673
pqiAB,2899,449,7,1.96538,0.308436,5.94473,0.327628,27.7893
pqiAB,2899,449,8,1.84003,0.273853,5.93942,0.289081,72.9951
ymbA,549,450,0,-1.19927,0.351555,10.0687,0.472891,59.6615
fabA,519,452,0,1.38433,0.0842392,5.60513,0.0875406,637.413
ycbZ,1761,453,0,0.996615,0.160581,3.49527,0.165931,50.1099
ycbZ,1761,453,1,1.14057,0.274395,3.69945,0.275009,47.4728
ycbZ,1761,453,2,2.01545,0.438991,3.65696,0.38405,62.0726
ycbZ,1761,453,3,0.0534508,0.16166,3.16986,0.158606,49.3749
ycbZ,1761,453,4,0.668862,0.139337,2.74565,0.137815,56.378
matP,453,454,0,0.712982,0.212118,4.77692,0.225958,36.4618
ompA,1041,455,0,-1.77926,0.0240669,7.79315,0.0276637,9188.89
ompA,1041,455,1,-1.00444,0.0206875,8.08293,0.0262804,7504.06
ompA,1041,455,2,-1.07244,0.0212694,7.80828,0.026301,7485.97
sulA,510,456,0,-9.78667,1.22546,16.459,1.31241,240.582
helD,2055,457,0,0.622934,0.200308,2.95062,0.203683,53.4215
helD,2055,457,1,0.782667,0.196133,3.0485,0.204231,48.2963
helD,2055,457,2,0.997834,0.181856,3.3802,0.198133,58.388
helD,2055,457,3,0.0335857,0.190596,3.78905,0.185544,31.6694
helD,2055,457,4,0.737345,0.190408,3.96085,0.197738,21.654
helD,2055,457,5,-0.288459,0.160789,4.09377,0.166564,29.082
mgsA,459,458,0,-0.517967,0.0960827,4.85415,0.0977516,139.823
yccU,414,460,0,-1.51536,0.207496,10.6744,0.297384,220.194
hspQ,318,461,0,-2.36046,0.102103,11.3394,0.140278,892.189
rlmI,1191,462,0,2.00163,0.288174,5.58971,0.277392,102.806
rlmI,1191,462,1,4.98867,0.33558,4.16586,0.286127,180.977
rlmI,1191,462,2,5.43088,0.36356,3.93054,0.31812,113.469
yccA,660,463,0,1.76594,0.0781594,5.18261,0.0795748,311.619
yccA,660,463,1,2.38395,0.0830413,5.14646,0.0771881,647.542
hyaABCDEF,5468,465,0,1.01846,0.652997,3.07023,0.609356,30.2958
hyaABCDEF,5468,465,1,2.02738,0.524042,2.48175,0.423599,65.4329
hyaABCDEF,5468,465,2,2.00264,0.58973,3.20995,0.541946,41.2238
hyaABCDEF,5468,465,3,2.74064,0.607948,4.16239,0.602444,69.7867
hyaABCDEF,5468,465,4,2.11997,0.488072,3.50097,0.392209,32.9086
hyaABCDEF,5468,465,5,3.27142,0.583572,3.43558,0.469238,41.86
hyaABCDEF,5468,465,6,2.53515,0.672729,3.93808,0.674168,31.0519
hyaABCDEF,5468,465,7,4.31626,1.15274,5.27252,0.98802,29.1111
hyaABCDEF,5468,465,8,4.34892,1.35687,5.8071,1.26536,42.1097
hyaABCDEF,5468,465,9,5.51672,0.706031,3.19227,0.662906,39.732
hyaABCDEF,5468,465,10,3.53167,0.991236,5.9209,0.980252,30.9342
hyaABCDEF,5468,465,11,4.67756,0.775834,3.21786,0.612827,23.4649
hyaABCDEF,5468,465,12,5.94008,0.522718,3.62105,0.490288,40.6681
hyaABCDEF,5468,465,13,2.00317,0.746179,5.84556,0.792177,36.1301
hyaABCDEF,5468,465,14,4.72103,1.01179,5.04238,0.915672,25.462
hyaABCDEF,5468,465,15,5.31308,0.89562,3.6479,1.11444,31.0798
hyaABCDEF,5468,465,16,5.4455,0.999662,4.56301,0.957571,38.112
hyaABCDEF,5468,465,17,5.00799,0.833554,2.98884,0.704269,36.8764
gfcA,306,466,0,0.46338,0.508056,9.28233,0.756742,27.0088
ymcE-gnsA,394,470,0,1.99778,0.70713,5.53863,0.781075,25.7873
torS,2745,472,0,1.34197,0.555557,3.7323,0.589861,40.5829
torS,2745,472,1,1.14374,0.62103,4.04317,0.633849,39.53
torS,2745,472,2,1.40227,0.569751,3.8149,0.618925,25.0128
torS,2745,472,3,1.50124,0.825562,4.72056,0.853053,36.3471
torS,2745,472,4,1.00523,0.69318,5.00713,0.753274,35.2783
torS,2745,472,5,-0.361378,0.321535,3.23266,0.310106,22.2325
torS,2745,472,6,1.94203,0.65969,4.10132,0.764992,35.3871
torS,2745,472,7,2.00166,0.505786,2.48669,0.479533,31.3466
torS,2745,472,8,0.0711706,0.887799,6.40521,1.09602,41.101
cbpAM,1226,474,0,0.109233,0.0858657,2.76123,0.0817774,88.3568
cbpAM,1226,474,1,0.490687,0.072942,2.68236,0.0742173,67.8075
cbpAM,1226,474,2,0.738168,0.0875849,2.98478,0.0902162,129.881
cbpAM,1226,474,3,0.606531,0.0955612,3.5495,0.0976586,50.4156
agp,1242,476,0,-9.22925,0.745648,36.3732,1.69694,524.905
agp,1242,476,1,-6.47043,0.648657,36.8108,1.77497,496.274
agp,1242,476,2,-9.28848,0.846186,40.0096,2.10518,490.786
agp,1242,476,3,-8.63491,0.941813,44.5533,2.70356,453.052
wrbA-yccJ,845,477,0,-1.3233,0.0975796,9.18377,0.127989,474.295
wrbA-yccJ,845,477,1,-3.24042,0.1717,13.8166,0.252368,568.752
rutR,639,479,0,0.55322,0.366429,5.06028,0.402967,39.4523
rutR,639,479,1,1.31207,0.302273,5.57702,0.337672,11.0669
putA,3963,480,0,2.64673,0.143981,3.8705,0.134691,415.666
putA,3963,480,1,2.73264,0.130115,3.47618,0.124893,299.578
putA,3963,480,2,3.36961,0.215681,3.64886,0.183665,275.889
putA,3963,480,3,3.29828,0.234988,4.10654,0.202519,151.711
putA,3963,480,4,3.45615,0.185278,3.71003,0.158784,169.258
putA,3963,480,5,3.59186,0.158177,3.62811,0.137347,107.831
putA,3963,480,6,3.80089,0.145358,4.00369,0.130504,89.4675
putA,3963,480,7,3.92859,0.128874,3.64452,0.115249,131.246
putA,3963,480,8,5.1275,0.185892,3.7194,0.159827,52.5411
putA,3963,480,9,5.77863,0.173769,4.04955,0.165203,80.4515
putA,3963,480,10,5.30314,0.190192,3.82958,0.169313,81.3135
putA,3963,480,11,5.98332,0.152597,3.86873,0.148251,60.4931
putA,3963,480,12,6.02381,0.332435,4.26976,0.247331,58.0208
putP,1509,481,0,2.42947,0.172283,4.11275,0.156952,63.382
putP,1509,481,1,3.68764,0.174112,3.53991,0.143854,78.323
putP,1509,481,2,3.38997,0.216347,4.20867,0.181659,23.6687
putP,1509,481,3,3.62959,0.196206,4.08209,0.167521,28.5249
putP,1509,481,4,1.56165,0.126787,5.28849,0.125501,206.451
efeU_1U_2,830,482,0,0.783068,0.160383,4.21186,0.173723,31.2791
efeU_1U_2,830,482,1,0.823612,0.179987,4.60184,0.196361,38.7081
efeOB,2405,483,0,-0.338159,0.136648,5.03844,0.145661,52.4946
efeOB,2405,483,1,0.0402565,0.138644,4.91528,0.140898,51.978
efeOB,2405,483,2,0.0652871,0.152751,5.21313,0.158649,49.0894
efeOB,2405,483,3,-0.18748,0.147162,5.30313,0.160344,26.338
efeOB,2405,483,4,0.258205,0.14944,4.84116,0.153146,57.2329
efeOB,2405,483,5,0.343071,0.16207,4.65444,0.164476,55.016
efeOB,2405,483,6,0.781701,0.184596,4.73008,0.191896,28.7816
efeOB,2405,483,7,0.31042,0.196093,5.14651,0.201185,77.0322
phoH,1065,484,0,-10,0.931503,36.6031,2.20749,876.985
phoH,1065,484,1,-10,0.826273,37.0467,1.97648,1284.38
phoH,1065,484,2,-10,0.985657,41.71,2.66016,1194.73
ghrA,939,488,0,9.19566,0.985657,1.78E-15,2.66016,1194.73
ghrA,939,488,1,4.06846,0.231977,3.82889,0.166507,142.198
ghrA,939,488,2,4.90135,0.225919,3.82098,0.183993,111.493
ycdXY,1316,489,0,8.89624,0.225919,0.0139929,0.183993,111.493
ycdXY,1316,489,1,4.48354,0.218852,3.79241,0.167348,92.5249
ycdXY,1316,489,2,4.4361,0.21983,3.8475,0.165629,108.309
ycdXY,1316,489,3,4.84861,0.241511,3.76047,0.189896,76.8203
ycdZ,492,490,0,12.8033,0.241511,0,0.189896,76.8203
ymdA,312,491,0,1.491,0.863755,6.02966,0.986397,15.7383
mdoGH,4072,493,0,0.820258,0.101216,3.67379,0.105073,45.6267
mdoGH,4072,493,1,2.07038,0.168544,3.38567,0.140599,92.5758
mdoGH,4072,493,2,2.21717,0.177096,3.65657,0.151768,121.766
mdoGH,4072,493,3,2.019,0.208226,3.85549,0.177496,96.3468
mdoGH,4072,493,4,1.65751,0.132759,3.89618,0.126982,41.5005
mdoGH,4072,493,5,1.80419,0.149408,3.89518,0.143941,41.2586
mdoGH,4072,493,6,2.27519,0.229081,4.08338,0.200738,34.5906
mdoGH,4072,493,7,3.0483,0.27069,3.95407,0.215366,20.0784
mdoGH,4072,493,8,3.08036,0.299362,4.50992,0.24926,55.904
mdoGH,4072,493,9,4.31588,0.331572,3.71245,0.251022,63.4857
mdoGH,4072,493,10,5.73253,0.234595,3.05024,0.198393,55.1578
mdoGH,4072,493,11,4.52193,0.327896,3.84567,0.25982,21.6541
mdoGH,4072,493,12,4.10673,0.293801,3.82872,0.218255,94.8675
msyB,375,495,0,-4.61724,0.244584,9.93498,0.249307,625.209
mdtG,1227,496,0,0.895276,0.201517,3.57029,0.224635,69.4212
mdtG,1227,496,1,1.22595,0.301196,3.94844,0.310936,54.1945
mdtG,1227,496,2,0.997401,0.246096,3.32087,0.267102,34.3618
mdtG,1227,496,3,2.01173,0.453316,4.39109,0.402909,36.115
lpxL,921,497,0,1.0041,0.222896,4.06856,0.223544,50.7263
lpxL,921,497,1,1.51898,0.207625,3.9034,0.197108,79.3902
lpxL,921,497,2,1.72522,0.219857,4.47747,0.222352,95.0898
yceA,1053,498,0,8.96148,0.219857,5.33E-15,0.222352,95.0898
yceA,1053,498,1,6.52762,0.490609,2.95303,0.335599,66.4379
yceA,1053,498,2,7.30693,0.636616,4.01623,0.532561,51.3735
pyrC,1047,501,0,9.74359,0.636616,7.11E-15,0.532561,51.3735
pyrC,1047,501,1,6.34965,0.660998,3.73464,0.476473,92.2501
pyrC,1047,501,2,5.36748,0.530768,5.1653,0.512697,105.343
yceB,561,502,0,1.49694,0.181937,4.80098,0.189584,36.5527
grxB,648,503,0,-6.02023,0.572897,34.0036,1.49726,525.06
grxB,648,503,1,-5.08529,0.632966,37.1298,1.91596,313.658
mdtH,1209,504,0,1.0389,0.319234,4.15991,0.321892,36.2352
mdtH,1209,504,1,1.58508,0.433662,4.37286,0.432209,39.4534
mdtH,1209,504,2,1.24016,0.437514,4.63268,0.475567,36.4558
mdtH,1209,504,3,1.07323,1.56311,8.72628,2.12617,64.5386
rimJ,585,505,0,1.12547,0.132054,4.25385,0.129584,43.2821
yceH,648,506,0,0.811095,0.118877,4.64416,0.12597,30.7464
yceH,648,506,1,0.567305,0.116929,4.58888,0.119896,60.2374
mviM,924,507,0,0.53073,0.129261,4.7116,0.13175,33.8384
mviM,924,507,1,0.852022,0.128203,4.15615,0.130958,23.7712
mviM,924,507,2,0.445225,0.194861,4.53913,0.206544,47.643
murJ,1536,508,0,1.55112,0.304046,5.08208,0.304375,42.1241
murJ,1536,508,1,3.36994,0.581737,5.18128,0.512042,69.6186
murJ,1536,508,2,3.37942,0.717155,6.23614,0.684569,67.3192
murJ,1536,508,3,2.60808,0.654343,6.23943,0.694566,55.6984
murJ,1536,508,4,3.05211,0.513424,4.81017,0.430596,43.77
flgBCDEFGHIJ,7295,509,0,0.36754,0.097216,3.95151,0.0998467,107.483
flgBCDEFGHIJ,7295,509,1,1.40176,0.110238,4.10556,0.10883,71.7776
flgBCDEFGHIJ,7295,509,2,1.8598,0.12379,4.18692,0.114301,124.908
flgBCDEFGHIJ,7295,509,3,2.40611,0.18311,5.55715,0.172457,128.767
flgBCDEFGHIJ,7295,509,4,5.44847,0.156566,4.24668,0.136712,152.567
flgBCDEFGHIJ,7295,509,5,6.85764,0.185697,3.98949,0.144498,108.193
flgBCDEFGHIJ,7295,509,6,7.09211,0.19033,3.99798,0.152435,91.0469
flgBCDEFGHIJ,7295,509,7,7.14207,0.235579,3.91205,0.187159,43.2437
flgBCDEFGHIJ,7295,509,8,7.23739,0.182877,4.198,0.15202,90.227
flgBCDEFGHIJ,7295,509,9,8.72957,0.256143,3.72396,0.18817,44.743
flgBCDEFGHIJ,7295,509,10,9.1494,0.218954,3.41909,0.164601,38.8765
flgBCDEFGHIJ,7295,509,11,8.80716,0.270635,3.77622,0.201684,24.8336
flgBCDEFGHIJ,7295,509,12,9.18779,0.267753,3.96523,0.217932,22.7371
flgBCDEFGHIJ,7295,509,13,11.0925,0.566262,3.54081,0.392313,62.8657
flgBCDEFGHIJ,7295,509,14,11.9249,0.462311,3.1378,0.342465,65.5841
flgBCDEFGHIJ,7295,509,15,8.32086,0.337612,3.43038,0.226423,50.5682
flgBCDEFGHIJ,7295,509,16,8.84226,0.329842,3.26725,0.227931,44.0024
flgBCDEFGHIJ,7295,509,17,9.02013,0.355899,3.54545,0.260355,38.595
flgBCDEFGHIJ,7295,509,18,9.1087,0.447769,3.73781,0.347326,44.6546
flgBCDEFGHIJ,7295,509,19,12.0833,0.675965,2.33842,0.432758,72.1305
flgBCDEFGHIJ,7295,509,20,12.2656,0.546315,2.04232,0.337598,35.6582
flgBCDEFGHIJ,7295,509,21,11.7634,0.746078,2.32995,0.443487,68.5831
flgBCDEFGHIJ,7295,509,22,12.4072,0.653404,2.53864,0.471937,38.6022
flgBCDEFGHIJ,7295,509,23,12.9609,0.572675,2.44749,0.462473,43.4
flgK,2609,510,0,14.0922,0.472955,2.74608,0.518729,71.4512
flgK,2609,510,1,14.0273,0.381519,2.28881,0.392461,76.4997
flgK,2609,510,2,15.3894,4.75E+07,3.19568,3.29E+07,121.906
flgK,2609,510,3,15.0849,4.75E+07,2.80286,3.29E+07,121.906
flgK,2609,510,4,14.0523,0.534709,3.50412,0.649204,53.8658
flgK,2609,510,5,14.7039,0.359601,4.02738,0.536298,83.938
flgK,2609,510,6,15.0835,,4.17026,,78.5837
flgK,2609,510,7,16.6276,,3.83686,,84.7913
rne,3186,511,0,1.4657,0.0982265,3.4661,0.0986188,95.6853
rne,3186,511,1,1.92096,0.116068,3.40857,0.111619,186.66
rne,3186,511,2,1.89472,0.117777,3.90228,0.116708,164.809
rne,3186,511,3,1.99976,0.123266,3.66677,0.119152,137.591
rne,3186,511,4,1.58248,0.166338,3.93611,0.157989,21.3685
rne,3186,511,5,1.50166,0.143831,3.92923,0.13463,49.551
rne,3186,511,6,1.98363,0.120957,4.22067,0.121167,78.5748
rne,3186,511,7,2.45449,0.152107,4.03459,0.13344,76.8074
rne,3186,511,8,2.30401,0.155808,4.44817,0.139686,112.883
rne,3186,511,9,2.47237,0.151037,4.57557,0.136498,76.8305
yceQ,321,512,0,0.521163,0.0640397,3.41773,0.061094,122.642
rluC,960,513,0,1.15769,0.235467,3.06769,0.233994,60.3095
rluC,960,513,1,2.02881,0.375964,4.29227,0.349607,93.8602
rluC,960,513,2,2.01891,0.319561,4.1195,0.274547,50.8263
pabC-yceG-tmk-holB-ycfH,4275,514,0,0.172029,0.183469,4.58925,0.189741,21.5395
pabC-yceG-tmk-holB-ycfH,4275,514,1,0.946399,0.23654,4.60509,0.260229,17.0289
pabC-yceG-tmk-holB-ycfH,4275,514,2,1.56026,0.299021,4.72934,0.295166,30.9611
pabC-yceG-tmk-holB-ycfH,4275,514,3,1.50349,0.296301,4.20073,0.28896,32.4636
pabC-yceG-tmk-holB-ycfH,4275,514,4,1.46253,0.327652,4.91338,0.349948,17.0244
pabC-yceG-tmk-holB-ycfH,4275,514,5,1.99669,0.242427,4.32,0.248659,25.8613
pabC-yceG-tmk-holB-ycfH,4275,514,6,0.444559,0.176201,4.78199,0.190228,25.8196
pabC-yceG-tmk-holB-ycfH,4275,514,7,1.88256,0.182203,4.59188,0.183487,25.8777
pabC-yceG-tmk-holB-ycfH,4275,514,8,2.02802,0.298266,4.59226,0.258561,28.7808
pabC-yceG-tmk-holB-ycfH,4275,514,9,2.86065,0.274715,4.39446,0.265545,30.5956
pabC-yceG-tmk-holB-ycfH,4275,514,10,1.9966,0.287696,5.66684,0.304207,24.3184
pabC-yceG-tmk-holB-ycfH,4275,514,11,3.6217,0.319235,5.22344,0.293996,17.8456
pabC-yceG-tmk-holB-ycfH,4275,514,12,5.90005,0.333472,4.63801,0.319034,32.1978
pabC-yceG-tmk-holB-ycfH,4275,514,13,-0.910307,0.0777377,4.17207,0.0752646,253.905
ptsG,1434,515,0,1.50718,0.18272,5.91355,0.190202,122.986
ptsG,1434,515,1,2.76805,0.220398,5.8892,0.222483,150.933
ptsG,1434,515,2,2.59042,0.291125,6.71453,0.314821,112.378
ptsG,1434,515,3,3.30339,0.264445,5.98266,0.249291,114.804
fhuE,2190,516,0,1.9156,0.540542,4.72872,0.566683,21.7675
fhuE,2190,516,1,1.99393,0.608609,4.78312,0.62627,33.8665
fhuE,2190,516,2,1.47449,0.451394,4.29545,0.468732,44.3644
fhuE,2190,516,3,1.33927,0.295609,4.03853,0.296876,17.3695
fhuE,2190,516,4,0.780599,0.442213,5.21812,0.483719,25.9315
fhuE,2190,516,5,-0.25638,0.407815,5.065,0.447702,28.9413
fhuE,2190,516,6,-0.340311,0.465001,6.4816,0.537576,27.1803
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,0,0.415244,0.0896912,5.50349,0.101881,73.5107
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,1,0.95711,0.0998707,5.77371,0.116134,124.081
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,2,1.49912,0.10382,5.34389,0.110981,137.124
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,3,1.41366,0.133315,5.95954,0.150734,88.7917
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,4,2.14419,0.180787,6.23753,0.178313,110.739
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,5,2.2913,0.396909,4.87079,0.369915,32.5737
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,6,1.51188,0.249845,4.25336,0.249795,46.4619
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,7,0.9688,0.195563,4.33581,0.200218,40.2292
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,8,1.35457,0.211429,5.01848,0.227977,41.3615
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,9,2.14069,0.272699,4.88886,0.256074,44.2612
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,10,-0.471615,0.159588,6.49037,0.19059,35.1548
hinT-ycfL-lpoB-thiK-nagZ-ycfP,3801,517,11,0.0462447,0.159557,7.3956,0.201375,75.9743
ndh,1305,518,0,-0.0613714,0.130467,2.69159,0.135156,97.829
ndh,1305,518,1,0.191236,0.158143,2.63716,0.156842,122.18
ndh,1305,518,2,0.679138,0.158915,2.69218,0.163611,92.6968
ndh,1305,518,3,0.507774,0.167026,2.77281,0.167726,110.918
ycfJ,540,519,0,-0.401208,0.885024,7.41686,1.17442,41.9427
ycfQ,633,520,0,-0.453078,0.121939,3.71379,0.123503,76.2701
ycfQ,633,520,1,-0.0090346,0.131977,3.7343,0.144759,50.951
ycfS,963,521,0,1.50332,0.310623,7.25715,0.351981,74.2788
ycfS,963,521,1,1.87356,0.344095,7.79344,0.411249,46.8923
ycfS,963,521,2,1.96502,0.277521,6.78731,0.317903,18.8627
mfd,3447,522,0,1.7539,0.270074,4.22887,0.243102,69.1064
mfd,3447,522,1,2.54886,0.254491,3.71787,0.221523,63.5513
mfd,3447,522,2,5.04365,0.31089,2.73096,0.246792,90.9676
mfd,3447,522,3,4.22313,0.498088,3.76578,0.365511,76.6495
mfd,3447,522,4,4.94476,0.302778,2.73985,0.237866,44.0198
mfd,3447,522,5,2.15262,0.34881,4.87996,0.306922,39.3206
mfd,3447,522,6,2.59999,0.257535,4.31142,0.23287,41.5286
mfd,3447,522,7,2.09358,0.235106,4.10436,0.195616,119.138
mfd,3447,522,8,3.07024,0.274708,4.21342,0.21347,99.1462
mfd,3447,522,9,3.38206,0.297669,4.4837,0.245137,47.5764
mfd,3447,522,10,5.26168,0.369918,4.07085,0.317546,36.1307
lolCDE,3138,524,0,2.16013,0.257358,3.72011,0.212983,130.015
lolCDE,3138,524,1,2.17813,0.347392,4.01065,0.307791,89.1936
