Operon,Length (nt),ID,Bin #,Posi,Posi_err,Lifetime,Lifetime_err,Chisq
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,1,0.885626,0.0668035,3.78303,0.0688164,88.1239
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,2,1.46553,0.0760571,3.89554,0.0784949,185.606
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,3,1.34635,0.0910422,4.14883,0.092348,89.286
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,4,0.601158,0.0666265,4.41632,0.0658973,256.433
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,5,1.51784,0.0929237,4.10673,0.0846597,212.427
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,6,2.05019,0.127504,3.94573,0.102959,136.248
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,7,1.76195,0.156028,4.52482,0.152201,63.7915
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,8,2.00902,0.192402,4.20842,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,9,30,0.192402,95.3936,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,10,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,11,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,12,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,13,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,14,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,15,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,16,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,17,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,18,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,19,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,20,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,21,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,22,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,23,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,24,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,25,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,26,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,27,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,28,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,29,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,30,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,31,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,32,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,33,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,34,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,35,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,36,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,37,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,38,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,39,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,40,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,41,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,42,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,43,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,44,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,45,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,46,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,47,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,48,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,49,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,50,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,51,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,52,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,53,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,54,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,55,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,56,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,57,30,0.192402,3,0.161943,68.8043
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,58,30,0.192402,3,0.161943,68.8043
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,0,1.34646,0.0770308,3.68838,0.0760268,156.287
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,1,1.38371,0.0868745,4.07377,0.0904208,161.329
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,2,1.15066,0.0780484,4.13966,0.0760352,140.455
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,3,1.36329,0.0723371,4.09066,0.0715602,255.745
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,4,1.60393,0.092484,4.05866,0.0846697,188.673
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,5,2.0433,0.161616,4.16479,0.132895,99.0841
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,6,1.72823,0.162809,4.47044,0.159344,59.7471
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,7,2.31368,0.201397,4.47639,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,8,25.8735,0.201397,-2.84E-14,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,9,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,10,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,11,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,12,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,13,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,14,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,15,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,16,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,17,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,18,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,19,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,20,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,21,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,22,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,23,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,24,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,25,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,26,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,27,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,28,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,29,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,30,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,31,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,32,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,33,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,34,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,35,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,36,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,37,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,38,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,39,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,40,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,41,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,42,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,43,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,44,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,45,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,46,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,47,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,48,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,49,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,50,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,51,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,52,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,53,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,54,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,55,25.8735,0.201397,3,0.177835,31.715
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,56,25.8735,0.201397,3,0.177835,31.715
lpxC,918,33,0,-5.90238,0.169494,16.0894,0.229702,2799.4
lpxC,918,33,1,-7.11183,0.270054,19.6445,0.400621,2704.81
lpxC,918,33,2,-9.54686,0.405105,22.5196,0.582586,1981.86
secMA-mutT,3729,34,0,-0.0693893,0.12304,4.29223,0.141931,174.456
secMA-mutT,3729,34,1,0.850964,0.167447,4.80424,0.189894,56.275
secMA-mutT,3729,34,2,0.50575,0.240995,5.60746,0.277151,47.5655
secMA-mutT,3729,34,3,1.04617,0.284931,6.09555,0.328627,39.4314
secMA-mutT,3729,34,4,1.61388,0.344018,6.33097,0.392083,28.2475
secMA-mutT,3729,34,5,2.41912,0.460215,6.41875,0.510633,57.9793
secMA-mutT,3729,34,6,2.22719,0.454474,6.29837,0.473066,26.0607
secMA-mutT,3729,34,7,2.01682,0.408441,5.79287,0.425804,19.6593
secMA-mutT,3729,34,8,1.99274,0.34274,6.23195,0.404433,10.0938
secMA-mutT,3729,34,9,1.96197,0.348366,6.34053,0.408888,12.8609
secMA-mutT,3729,34,10,-0.873496,0.277261,9.12193,0.369518,34.272
secMA-mutT,3729,34,11,0.16907,0.855592,8.11257,1.09502,26.0148
guaC,1044,35,0,-1.36208,0.620261,18.2644,1.3449,76.847
guaC,1044,35,1,0.426498,0.739415,22.7126,2.15204,48.3414
guaC,1044,35,2,0.902818,0.734143,22.4543,2.08773,79.3373
nadC,894,37,0,0.904436,0.159275,3.97764,0.173659,65.0311
nadC,894,37,1,1.83627,0.226021,4.08637,0.216028,64.2867
ampDE,1403,38,0,-0.0311961,0.119511,4.36584,0.134377,108.163
ampDE,1403,38,1,1.00286,0.180059,5.14474,0.186452,39.9043
ampDE,1403,38,2,1.51702,0.233992,5.38705,0.232987,33.5529
ampDE,1403,38,3,0.395476,0.165046,5.69936,0.189657,72.4836
aroP,1374,39,0,-0.178526,0.181299,4.63782,0.19586,30.331
aroP,1374,39,1,1.64779,0.296353,4.90038,0.291025,38.869
aroP,1374,39,2,2.33375,0.37027,5.65143,0.3557,41.0282
aroP,1374,39,3,2.21901,0.360778,5.3538,0.329119,42.8706
aceEF,4571,40,0,1.50371,0.10589,5.92553,0.110256,137.93
aceEF,4571,40,1,1.62306,0.102908,6.21412,0.109088,280.998
aceEF,4571,40,2,1.49131,0.090069,6.12757,0.100027,219.845
aceEF,4571,40,3,0.895047,0.102261,6.47571,0.117488,194.458
aceEF,4571,40,4,1.72534,0.103838,6.18547,0.109108,274.396
aceEF,4571,40,5,0.417006,0.0847402,6.8943,0.100399,309.585
aceEF,4571,40,6,0.130435,0.0991198,7.3757,0.1188,260.608
aceEF,4571,40,7,-0.142293,0.0892997,7.5268,0.111699,310.993
aceEF,4571,40,8,0.597194,0.103542,7.41285,0.121671,421.285
aceEF,4571,40,9,-0.345373,0.116184,8.1567,0.148939,289.378
aceEF,4571,40,10,-0.529438,0.107726,7.93165,0.13385,442.391
aceEF,4571,40,11,0.0216963,0.10789,8.07365,0.133724,501.354
aceEF,4571,40,12,-0.148725,0.101815,8.56406,0.137812,466.173
aceEF,4571,40,13,-0.73792,0.135765,9.33701,0.183366,425.71
aceEF,4571,40,14,-0.766107,0.124961,9.24883,0.167622,504.084
lpdA,1425,41,0,6.21275,0.12267,5.35027,0.102533,2089.94
lpdA,1425,41,1,5.46834,0.0794902,5.88884,0.0796316,1563.96
lpdA,1425,41,2,5.55313,0.09235,6.31727,0.0969395,1496.81
lpdA,1425,41,3,5.25816,0.0929568,6.30691,0.0948228,1923.07
yacH,1854,42,0,0.869115,0.613011,3.80291,0.668085,54.0287
yacH,1854,42,1,1.38666,0.63521,4.38916,0.696164,33.2102
yacH,1854,42,2,0.551189,0.382303,4.10582,0.399577,25.3136
yacH,1854,42,3,0.889758,0.420774,4.0938,0.451291,28.5797
yacH,1854,42,4,0.644701,0.635575,5.4393,0.733425,44.9916
yacH,1854,42,5,-0.0807812,0.626787,5.45159,0.779694,46.2665
acnB,2598,43,0,4.79997,0.112415,7.3907,0.122458,2007.41
acnB,2598,43,1,2.19229,0.106085,9.81162,0.136077,1193.38
acnB,2598,43,2,2.68173,0.108879,9.49963,0.142462,790.335
acnB,2598,43,3,0.455592,0.0894723,11.5977,0.146095,1462.26
acnB,2598,43,4,0.579835,0.0918638,11.2574,0.140147,1755.11
